INSTNM,CITY,STABBR,ZIP,ACCREDAGENCY,INSTURL,NPCURL,SCH_DEG,HCM2,MAIN,NUMBRANCH,PREDDEG,HIGHDEG,CONTROL,ST_FIPS,REGION,LOCALE,LOCALE2,LATITUDE,LONGITUDE,COSTT4_A,COSTT4_P,TUITIONFEE_IN,TUITIONFEE_OUT,TUITIONFEE_PROG,TUITFTE,MN_EARN_WNE_P10,MD_EARN_WNE_P10,SCHTYPE
Turtle Mountain Community College,Belcourt,ND,58316,Higher Learning Commission,www.tm.edu,www.tm.edu/net-price/npcalc.htm,1,0,1,1,1,3,2,38,4,43,NULL,48.883758,-99.750836,12755,NULL,2250,2250,NULL,2214,26100,23200,2
United Tribes Technical College,Bismarck,ND,58504,Higher Learning Commission,https://www.uttc.edu/,https://uttc.edu/financial-aid/net-price-calculator/,2,0,1,1,2,3,2,38,4,23,NULL,46.767157,-100.755131,12565,NULL,4252,4252,NULL,18067,21100,17500,2
Valley City State University,Valley City,ND,58072,Higher Learning Commission,www.vcsu.edu,www.vcsu.edu/businessoffice/net-price-calculator,3,0,1,1,3,4,1,38,4,33,NULL,46.918517,-98.00389,17987,NULL,7626,17166,NULL,6134,41700,39300,1
ETI Technical College,Niles,OH,44446-4398,Accrediting Commission of Career Schools and Colleges,eticollege.edu,www.eticollege.edu/npcalc.htm,1,0,1,1,1,2,3,39,3,21,NULL,41.18694,-80.723213,20165,NULL,10272,10272,NULL,10003,25600,23600,3
The Art Institute of Cincinnati-AIC College of Design,Cincinnati,OH,45246-3322,NULL,www.aic-arts.edu,aic-arts.edu/tuitionnetcalculator/npcalc.htm,3,0,1,1,3,3,3,39,3,21,NULL,39.285831,-84.451296,32274,NULL,15674,15674,NULL,14731,36400,35700,NULL
Herzing University-Akron,Akron,OH,44306-3931,Higher Learning Commission,https://www.herzing.edu,https://www.herzing.edu/tuition-financial-aid/net-price-calculator,2,0,0,10,2,3,2,39,3,21,NULL,41.02817,-81.493109,29195,NULL,14000,14000,NULL,15430,41600,37800,2
University of Akron Main Campus,Akron,OH,44325-4702,Higher Learning Commission,www.uakron.edu,npc.collegeboard.org/app/uakron,3,0,1,2,3,4,1,39,3,12,NULL,41.078551,-81.511679,23417,NULL,11463,15500,NULL,9521,41800,36500,1
University of Akron Wayne College,Orrville,OH,44667,Higher Learning Commission,https://wayne.uakron.edu,https://npc.collegeboard.org/app/uakron,3,0,0,2,2,2,1,39,3,41,NULL,40.861519,-81.789979,13043,NULL,6116,12472,NULL,7589,41800,36500,1
Antonelli College-Cincinnati,Cincinnati,OH,45202,NULL,www.antonellicollege.edu,www.antonellicollege.edu/financial-aid/net-price-calculator,1,0,1,3,1,2,3,39,3,11,NULL,39.104312,-84.510735,25108,NULL,15980,15980,NULL,12508,23400,20300,NULL
Art Academy of Cincinnati,Cincinnati,OH,45202-1706,Higher Learning Commission,www.artacademy.edu,https://artacademy.studentaidcalculator.com/survey.aspx,3,0,1,1,3,4,2,39,3,11,NULL,39.108805,-84.513913,40498,NULL,33450,33450,NULL,21636,30100,25800,2
Ashland University,Ashland,OH,44805,Higher Learning Commission,https://www.ashland.edu,https://www.ashland.edu/administration/financial-aid/future-undergraduates/calculate-your-costs,3,0,1,1,3,4,2,39,3,31,NULL,40.861755,-82.321061,32757,NULL,21342,21342,NULL,13148,42900,40400,2
Aultman College of Nursing and Health Sciences,Canton,OH,44710-1797,Higher Learning Commission,https://www.aultmancollege.edu,https://www.aultmancollege.edu/netprice/npcalc.htm,2,0,1,1,2,3,2,39,3,13,NULL,40.796186,-81.404053,24170,NULL,18510,18510,NULL,18259,57900,60500,2
Baldwin Wallace University,Berea,OH,44017-2088,Higher Learning Commission,https://www.bw.edu,https://bw.studentaidcalculator.com/survey.aspx,3,0,1,1,3,4,2,39,3,21,NULL,41.373017,-81.851145,44783,NULL,32586,32586,NULL,16362,49200,44400,2
Belmont College,St Clairsville,OH,43950,Higher Learning Commission,www.belmontcollege.edu,www.belmontcollege.edu/current-students/financial-aid/net-price-calculator/,2,0,1,1,2,2,1,39,3,41,NULL,40.07695,-80.964901,9025,NULL,4310,6994,NULL,3148,35400,29600,1
Bluffton University,Bluffton,OH,45817-2104,Higher Learning Commission,www.bluffton.edu,https://www.bluffton.edu/admissions/financialaid/calculator.html,3,0,1,1,3,4,2,39,3,32,NULL,40.895606,-83.899439,45667,NULL,32766,32766,NULL,11187,41700,39000,2
Bowling Green State University-Firelands,Huron,OH,44839-9791,Higher Learning Commission,https://www.firelands.bgsu.edu,sfa.bgsu.edu/net_price_calculator/firelands/,3,0,0,2,2,2,1,39,3,41,NULL,41.397521,-82.594156,15745,NULL,5060,13049,NULL,5844,45300,40500,1
Bowling Green State University-Main Campus,Bowling Green,OH,43403,Higher Learning Commission,www.bgsu.edu,sfa.bgsu.edu/net_price_calculator/main/,3,0,1,2,3,4,1,39,3,31,NULL,41.375513,-83.640896,23804,NULL,11105,19093,NULL,9034,45300,40500,1
Bryant & Stratton College-Parma,Parma,OH,44130-3151,Middle States Commission on Higher Education,https://www.bryantstratton.edu/,https://www.bryantstratton.edu/financial-aid/net-price-calculator,2,0,0,18,2,3,3,39,3,21,NULL,41.404607,-81.781757,22876,NULL,18022,18022,NULL,20302,26600,24100,3
Capital University,Columbus,OH,43209-2394,Higher Learning Commission,https://www.capital.edu,https://www.capital.edu/tuition-and-fees/#netprice,3,0,1,1,3,4,2,39,3,21,NULL,39.954875,-82.937867,47062,NULL,35466,35466,NULL,13907,48400,44000,2
Case Western Reserve University,Cleveland,OH,44106,Higher Learning Commission,www.case.edu,case.edu/financialaid/resources/net-price-calculator/,3,0,1,1,3,4,2,39,3,11,NULL,41.507419,-81.609596,67083,NULL,49042,49042,NULL,26845,89300,74600,2
Cedarville University,Cedarville,OH,45314-0601,Higher Learning Commission,https://www.cedarville.edu,https://www.cedarville.edu/Offices/Financial-Aid/Net-Price-Calculator.aspx,3,0,1,1,3,4,2,39,3,31,NULL,39.749237,-83.814692,38915,NULL,30270,30270,NULL,17091,46800,41300,2
Central Ohio Technical College,Newark,OH,43055-1767,Higher Learning Commission,www.cotc.edu,coursecast.cotc.edu/websitemediafiles/NetPriceCalculator/npcalc.htm,2,0,1,1,2,2,1,39,3,23,NULL,40.069314,-82.447441,13893,NULL,4536,7296,NULL,3664,35400,32300,1
Central State University,Wilberforce,OH,45384-1004,Higher Learning Commission,www.centralstate.edu,www.centralstate.edu/prospects/financial_aid/Price_Calculator/npcalc.htm,3,0,1,1,3,3,1,39,3,41,NULL,39.715787,-83.880186,18737,NULL,6346,8346,NULL,3432,28600,26100,1
Chatfield College,Saint Martin,OH,45118-9705,Higher Learning Commission,www.chatfield.edu,www.chatfield.edu/net-price-calculator/,2,0,1,1,2,2,2,39,3,42,NULL,39.210369,-83.887153,20439,NULL,12031,12031,NULL,10142,26000,22700,2
Choffin Career  and Technical Center,Youngstown,OH,44503-1600,Accrediting Commission of Career Schools and Colleges,www.choffinctc.com/adult-education/,www.choffinctc.com/assets/uploads/npcalc_1.htm,1,0,1,1,1,1,1,39,3,13,NULL,41.100847,-80.644393,20485,NULL,8200,8200,NULL,4902,32500,28900,1
The Christ College of Nursing and Health Sciences,Cincinnati,OH,45219-2989,Higher Learning Commission,https://www.thechristcollege.edu,https://npc.collegeboard.org/app/thechristcollege,2,0,1,1,3,3,2,39,3,11,NULL,39.121821,-84.509564,25511,NULL,16203,16203,NULL,11539,56100,56200,2
Cincinnati Christian University,Cincinnati,OH,45204-3200,NULL,www.CCUniversity.edu,internal.ccuniversity.edu/pricecalculator/,3,0,1,1,3,4,2,39,3,11,NULL,39.114169,-84.55408,31398,NULL,17228,17228,NULL,9279,36800,32700,NULL
University of Cincinnati-Main Campus,Cincinnati,OH,45221-0063,Higher Learning Commission,www.uc.edu,https://npc.collegeboard.org/student/app/uc,3,0,1,3,3,4,1,39,3,11,NULL,39.131159,-84.51428,27097,NULL,11000,27334,NULL,12985,49700,42300,1
Cincinnati State Technical and Community College,Cincinnati,OH,45223-2690,Higher Learning Commission,www.cincinnatistate.edu,www.cincinnatistate.edu/academics/financial-aid/financial-aid-resources,2,0,1,1,2,2,1,39,3,11,NULL,39.149915,-84.536936,8604,NULL,4126,8026,NULL,3951,35300,31200,1
University of Cincinnati-Clermont College,Batavia,OH,45103,Higher Learning Commission,www.ucclermont.edu/,https://npc.collegeboard.org/student/app/uc,3,0,0,3,2,3,1,39,3,21,NULL,39.080645,-84.19437,14661,NULL,5316,12548,NULL,7015,49700,42300,1
University of Cincinnati-Blue Ash College,Blue Ash,OH,45236-1096,Higher Learning Commission,www.ucblueash.edu/,https://npc.collegeboard.org/student/app/uc,3,0,0,3,2,3,1,39,3,21,NULL,39.234333,-84.399956,16384,NULL,6010,14808,NULL,5815,49700,42300,1
Ohio Christian University,Circleville,OH,43113-9487,Higher Learning Commission,www.ohiochristian.edu,https://www.ohiochristian.edu/university/about-ocu/net-price-calculator,3,0,1,1,3,4,2,39,3,32,NULL,39.613155,-82.904885,33780,NULL,20806,20806,NULL,9093,33000,31800,2
Clark State Community College,Springfield,OH,45501-0570,Higher Learning Commission,www.clarkstate.edu,res.clarkstate.edu/npc/,1,0,1,1,1,2,1,39,3,13,NULL,39.896411,-83.799788,10576,NULL,3728,6880,NULL,2500,32100,28800,1
Cleveland Institute of Art,Cleveland,OH,44106-1710,Higher Learning Commission,www.cia.edu,www.cia.edu/admissions/tuition-fees/net-price-calculator,3,0,1,1,3,3,2,39,3,11,NULL,41.510435,-81.602416,55965,NULL,42055,42055,NULL,21619,41600,36600,2
Cleveland Institute of Music,Cleveland,OH,44106-1776,National Association of Schools of Music,www.cim.edu,www.cim.edu/net-price-calculator,3,0,1,1,3,4,2,39,3,11,NULL,41.512444,-81.608878,66966,NULL,41987,41987,NULL,27043,45200,40100,2
Cleveland State University,Cleveland,OH,44115-2214,Higher Learning Commission,www.csuohio.edu/,www.csuohio.edu/netprice/netprice,3,0,1,1,3,4,1,39,3,11,NULL,41.502281,-81.674355,22415,NULL,10457,14824,NULL,10167,46400,41300,1
Bradford School,Columbus,OH,43219,NULL,www.bradfordschoolcolumbus.edu,www.bradfordschoolcolumbus.edu/aid,2,0,1,1,2,2,3,39,3,11,NULL,40.023538,-82.911808,22657,NULL,13980,13980,NULL,12111,26500,26200,NULL
Columbus College of Art and Design,Columbus,OH,43215,Higher Learning Commission,WWW.CCAD.EDU,https://ccad.studentaidcalculator.com/survey.aspx,3,0,1,1,3,4,2,39,3,11,NULL,39.966074,-82.989479,47127,NULL,35420,35420,NULL,20808,39800,32200,2
Columbus State Community College,Columbus,OH,43215,Higher Learning Commission,www.cscc.edu/,www.cscc.edu/academics/tuition-and-fees/net-price-calculator.shtml,1,0,1,1,1,2,1,39,3,11,NULL,39.96887,-82.98766,10355,NULL,4284,8906,NULL,3049,35500,32200,1
Cuyahoga Community College District,Cleveland,OH,44115-2878,Higher Learning Commission,www.tri-c.edu,www.tri-c.edu/payingforcollege/Pages/TuitionPaymentSchedule.aspx,2,0,1,1,2,2,1,39,3,11,NULL,41.494906,-81.683533,9020,NULL,3436,8136,NULL,2701,30900,27000,1
Davis College,Toledo,OH,43623,Higher Learning Commission,www.daviscollege.edu,www.daviscollege.edu/npcalc.html,2,0,1,1,2,2,3,39,3,11,NULL,41.692513,-83.629753,30761,NULL,14130,14130,NULL,24448,25100,22700,3
University of Dayton,Dayton,OH,45469,Higher Learning Commission,https://udayton.edu,https://udayton.edu/netprice/,3,0,1,1,3,4,2,39,3,12,NULL,39.739547,-84.176113,57680,NULL,42900,42900,NULL,18873,61400,55100,2
Defiance College,Defiance,OH,43512,Higher Learning Commission,www.defiance.edu,defiance.studentaidcalculator.com/survey.aspx,3,0,1,1,3,4,2,39,3,32,NULL,41.296842,-84.357075,45340,NULL,32700,32700,NULL,15894,46500,41000,2
Denison University,Granville,OH,43023,Higher Learning Commission,https://www.denison.edu,https://www.denison.edu/forms/net-price-calculator,3,0,1,1,3,3,2,39,3,23,NULL,40.071505,-82.523272,64935,NULL,51960,51960,NULL,18193,57600,48800,2
Edison State Community College,Piqua,OH,45356-9239,Higher Learning Commission,www.edisonOHIO.edu,www.edisonohio.edu/Net-Price-Calculator/,2,0,1,1,2,2,1,39,3,41,NULL,40.157699,-84.212385,14889,NULL,4698,8608,NULL,2619,31500,29200,1
Bryant & Stratton College-Cleveland,Cleveland,OH,44115,Middle States Commission on Higher Education,https://www.bryantstratton.edu,https://www.bryantstratton.edu/financial-aid/net-price-calculator,2,0,0,18,2,3,3,39,3,11,NULL,41.503009,-81.666136,23222,NULL,17283,17283,NULL,20362,26600,24100,3
The University of Findlay,Findlay,OH,45840-3653,Higher Learning Commission,www.findlay.edu/,findlay.studentaidcalculator.com/survey.aspx,3,0,1,1,3,4,2,39,3,32,NULL,41.053344,-83.652313,44544,NULL,34360,34360,NULL,15140,49100,43200,2
Franklin University,Columbus,OH,43215-5399,Higher Learning Commission,www.franklin.edu,www.franklin.edu/lp/npcalc/index.html,3,0,1,1,3,4,2,39,3,11,NULL,39.95831,-82.990375,24981,NULL,12649,12649,NULL,14134,53800,48500,2
